Name,Position,Birthdate,Height,Foot,GamesPlayed,Debut,Value,Year,Category
Rubén Vargas ,Linksaußen,05.08.1998 (22),"1,79m",rechts,50,08.09.2019,"13,00 Mio. €",2020,3384
Renato Steffen,Rechtsaußen,03.11.1991 (29),"1,70m",links,41,09.10.2015,"4,50 Mio. €",2020,3384
Christian Fassnacht ,Rechtsaußen,11.11.1993 (27),"1,85m",rechts,19,12.10.2018,"3,00 Mio. €",2020,3384
Admir Mehmedi,Hängende Spitze,16.03.1991 (30),"1,83m",rechts,76,04.06.2011,"4,00 Mio. €",2020,3384
Breel Embolo,Mittelstürmer,14.02.1997 (24),"1,87m",rechts,72,31.03.2015,"16,00 Mio. €",2020,3384
Haris Seferovic,Mittelstürmer,22.02.1992 (29),"1,89m",links,93,06.02.2013,"14,00 Mio. €",2020,3384
Cedric Itten,Mittelstürmer,27.12.1996 (24),"1,90m",rechts,12,15.11.2019,"3,50 Mio. €",2020,3384
Albian Ajeti,Mittelstürmer,26.02.1997 (24),"1,81m",rechts,11,08.09.2018,"3,20 Mio. €",2020,3384
Steven Zuber,Mittelstürmer,17.08.1991 (29),"1,82m",rechts,56,25.03.2017,"2,50 Mio. €",2020,3384
Mario Gavranovic,Mittelstürmer,24.11.1989 (31),"1,75m",rechts,41,26.03.2011,"2,50 Mio. €",2020,3384
Yann Sommer,Torwart,17.12.1988 (31),"1,83m",rechts,94,30.05.2012,"9,50 Mio. €",2019,3384
Jonas Omlin,Torwart,10.01.1994 (26),"1,90m",rechts,4,07.10.2020,"4,80 Mio. €",2019,3384
Yvon Mvogo,Torwart,06.06.1994 (26),"1,90m",rechts,9,15.10.2018,"2,40 Mio. €",2019,3384
Nico Elvedi,Innenverteidiger,30.09.1996 (23),"1,89m",rechts,56,28.05.2016,"28,00 Mio. €",2019,3384
Manuel Akanji ,Innenverteidiger,19.07.1995 (24),"1,88m",rechts,69,09.06.2017,"20,00 Mio. €",2019,3384
Fabian Schär,Innenverteidiger,20.12.1991 (28),"1,86m",rechts,86,14.08.2013,"13,00 Mio. €",2019,3384
Loris Benito ,Innenverteidiger,07.01.1992 (28),"1,86m",links,13,14.11.2018,"3,20 Mio. €",2019,3384
Eray Cömert,Innenverteidiger,04.02.1998 (22),"1,83m",rechts,15,18.11.2019,"2,30 Mio. €",2019,3384
Timm Klose,Innenverteidiger,09.05.1988 (32),"1,95m",rechts,17,10.08.2011,"2,00 Mio. €",2019,3384
Ricardo Rodríguez,Linker Verteidiger,25.08.1992 (27),"1,82m",links,123,07.10.2011,"5,50 Mio. €",2019,3384
François Moubandje,Linker Verteidiger,21.06.1990 (30),"1,80m",links,21,15.11.2014,"1,60 Mio. €",2019,3384
Kevin Mbabu,Rechter Verteidiger,19.04.1995 (25),"1,84m",rechts,24,08.09.2018,"6,50 Mio. €",2019,3384
Silvan Widmer,Rechter Verteidiger,05.03.1993 (27),"1,83m",rechts,49,14.10.2014,"4,00 Mio. €",2019,3384
Michael Lang,Rechter Verteidiger,08.02.1991 (29),"1,85m",rechts,31,14.08.2013,950 Tsd. €,2019,3384
Stephan Lichtsteiner,Rechter Verteidiger,16.01.1984 (36),"1,82m",rechts,108,15.11.2006,800 Tsd. €,2019,3384
Denis Zakaria ,Defensives Mittelfeld,20.11.1996 (23),"1,90m",rechts,57,28.05.2016,"36,00 Mio. €",2019,3384
Granit Xhaka ,Defensives Mittelfeld,27.09.1992 (27),"1,86m",links,133,04.06.2011,"24,00 Mio. €",2019,3384
Edimilson Fernandes,Defensives Mittelfeld,15.04.1996 (24),"1,87m",rechts,32,13.11.2016,"5,50 Mio. €",2019,3384
Remo Freuler,Zentrales Mittelfeld,15.04.1992 (28),"1,80m",rechts,76,25.03.2017,"20,00 Mio. €",2019,3384
Djibril Sow,Zentrales Mittelfeld,06.02.1997 (23),"1,84m",rechts,41,08.09.2018,"9,50 Mio. €",2019,3384
Michel Aebischer ,Zentrales Mittelfeld,06.01.1997 (23),"1,83m",rechts,29,18.11.2019,"4,50 Mio. €",2019,3384
Xherdan Shaqiri,Offensives Mittelfeld,10.10.1991 (28),"1,69m",links,125,03.03.2010,"16,00 Mio. €",2019,3384
Rubén Vargas ,Linksaußen,05.08.1998 (21),"1,79m",rechts,50,08.09.2019,"9,00 Mio. €",2019,3384
Noah Okafor,Linksaußen,24.05.2000 (20),"1,85m",rechts,22,09.06.2019,"7,20 Mio. €",2019,3384
Renato Steffen,Rechtsaußen,03.11.1991 (28),"1,70m",links,41,09.10.2015,"4,00 Mio. €",2019,3384
Christian Fassnacht ,Rechtsaußen,11.11.1993 (26),"1,85m",rechts,19,12.10.2018,"4,00 Mio. €",2019,3384
Admir Mehmedi,Hängende Spitze,16.03.1991 (29),"1,83m",rechts,76,04.06.2011,"8,00 Mio. €",2019,3384
Breel Embolo,Mittelstürmer,14.02.1997 (23),"1,87m",rechts,72,31.03.2015,"13,00 Mio. €",2019,3384
Haris Seferovic,Mittelstürmer,22.02.1992 (28),"1,89m",links,93,06.02.2013,"12,00 Mio. €",2019,3384
Albian Ajeti,Mittelstürmer,26.02.1997 (23),"1,81m",rechts,11,08.09.2018,"4,80 Mio. €",2019,3384
Steven Zuber,Mittelstürmer,17.08.1991 (28),"1,82m",rechts,56,25.03.2017,"4,50 Mio. €",2019,3384
Cedric Itten,Mittelstürmer,27.12.1996 (23),"1,90m",rechts,12,15.11.2019,"2,40 Mio. €",2019,3384
Mario Gavranovic,Mittelstürmer,24.11.1989 (30),"1,75m",rechts,41,26.03.2011,"1,60 Mio. €",2019,3384
Josip Drmic,Mittelstürmer,08.08.1992 (27),"1,84m",rechts,35,11.09.2012,"1,60 Mio. €",2019,3384
Roman Bürki,Torwart,14.11.1990 (28),"1,87m",rechts,9,18.11.2014,"14,00 Mio. €",2018,3384
Yann Sommer,Torwart,17.12.1988 (30),"1,83m",rechts,94,30.05.2012,"12,00 Mio. €",2018,3384
Gregor Kobel,Torwart,06.12.1997 (21),"1,96m",rechts,9,01.09.2021,"6,00 Mio. €",2018,3384
Jonas Omlin,Torwart,10.01.1994 (25),"1,90m",rechts,4,07.10.2020,"4,00 Mio. €",2018,3384
Yvon Mvogo,Torwart,06.06.1994 (25),"1,90m",rechts,9,15.10.2018,"3,00 Mio. €",2018,3384
Marwin Hitz,Torwart,18.09.1987 (31),"1,94m",rechts,2,10.06.2015,"2,50 Mio. €",2018,3384
David von Ballmoos,Torwart,30.12.1994 (24),"1,92m",rechts,-,,"2,50 Mio. €",2018,3384
Manuel Akanji ,Innenverteidiger,19.07.1995 (23),"1,88m",rechts,69,09.06.2017,"40,00 Mio. €",2018,3384
Nico Elvedi,Innenverteidiger,30.09.1996 (22),"1,89m",rechts,56,28.05.2016,"30,00 Mio. €",2018,3384
Fabian Schär,Innenverteidiger,20.12.1991 (27),"1,86m",rechts,86,14.08.2013,"8,00 Mio. €",2018,3384
Loris Benito ,Innenverteidiger,07.01.1992 (27),"1,86m",links,13,14.11.2018,"4,00 Mio. €",2018,3384
Timm Klose,Innenverteidiger,09.05.1988 (31),"1,95m",rechts,17,10.08.2011,"3,00 Mio. €",2018,3384
Léo Lacroix,Innenverteidiger,27.02.1992 (27),"1,97m",rechts,1,14.11.2018,"1,25 Mio. €",2018,3384
Johan Djourou,Innenverteidiger,18.01.1987 (32),k. A.m,k. A.,76,01.03.2006,800 Tsd. €,2018,3384
Ricardo Rodríguez,Linker Verteidiger,25.08.1992 (26),"1,82m",links,123,07.10.2011,"17,00 Mio. €",2018,3384
François Moubandje,Linker Verteidiger,21.06.1990 (29),"1,80m",links,21,15.11.2014,"2,50 Mio. €",2018,3384
Kevin Mbabu,Rechter Verteidiger,19.04.1995 (24),"1,84m",rechts,24,08.09.2018,"10,00 Mio. €",2018,3384
Florent Hadergjonaj,Rechter Verteidiger,31.07.1994 (24),"1,82m",rechts,1,01.06.2017,"7,00 Mio. €",2018,3384
Michael Lang,Rechter Verteidiger,08.02.1991 (28),"1,85m",rechts,31,14.08.2013,"4,50 Mio. €",2018,3384
Silvan Widmer,Rechter Verteidiger,05.03.1993 (26),"1,83m",rechts,49,14.10.2014,"4,50 Mio. €",2018,3384
Stephan Lichtsteiner,Rechter Verteidiger,16.01.1984 (35),"1,82m",rechts,108,15.11.2006,"1,50 Mio. €",2018,3384
Granit Xhaka ,Defensives Mittelfeld,27.09.1992 (26),"1,86m",links,133,04.06.2011,"45,00 Mio. €",2018,3384
Denis Zakaria ,Defensives Mittelfeld,20.11.1996 (22),"1,90m",rechts,57,28.05.2016,"20,00 Mio. €",2018,3384
Edimilson Fernandes,Defensives Mittelfeld,15.04.1996 (23),"1,87m",rechts,32,13.11.2016,"8,00 Mio. €",2018,3384
Gelson Fernandes,Defensives Mittelfeld,02.09.1986 (32),k. A.m,k. A.,67,22.08.2007,"1,50 Mio. €",2018,3384
Fabian Frei,Defensives Mittelfeld,08.01.1989 (30),"1,83m",rechts,24,07.10.2011,"1,50 Mio. €",2018,3384
Valon Behrami,Defensives Mittelfeld,19.04.1985 (34),"1,84m",rechts,83,08.10.2005,"1,00 Mio. €",2018,3384
Remo Freuler,Zentrales Mittelfeld,15.04.1992 (27),"1,80m",rechts,76,25.03.2017,"20,00 Mio. €",2018,3384
Djibril Sow,Zentrales Mittelfeld,06.02.1997 (22),"1,84m",rechts,41,08.09.2018,"9,00 Mio. €",2018,3384
Blerim Dzemaili,Zentrales Mittelfeld,12.04.1986 (33),"1,80m",rechts,69,01.03.2006,"1,00 Mio. €",2018,3384
Xherdan Shaqiri,Offensives Mittelfeld,10.10.1991 (27),"1,69m",links,125,03.03.2010,"25,00 Mio. €",2018,3384
Renato Steffen,Rechtsaußen,03.11.1991 (27),"1,70m",links,41,09.10.2015,"5,00 Mio. €",2018,3384
Christian Fassnacht ,Rechtsaußen,11.11.1993 (25),"1,85m",rechts,19,12.10.2018,"5,00 Mio. €",2018,3384
Admir Mehmedi,Hängende Spitze,16.03.1991 (28),"1,83m",rechts,76,04.06.2011,"10,00 Mio. €",2018,3384
Haris Seferovic,Mittelstürmer,22.02.1992 (27),"1,89m",links,93,06.02.2013,"18,00 Mio. €",2018,3384
Breel Embolo,Mittelstürmer,14.02.1997 (22),"1,87m",rechts,72,31.03.2015,"14,00 Mio. €",2018,3384
Steven Zuber,Mittelstürmer,17.08.1991 (27),"1,82m",rechts,56,25.03.2017,"7,00 Mio. €",2018,3384
Albian Ajeti,Mittelstürmer,26.02.1997 (22),"1,81m",rechts,11,08.09.2018,"7,00 Mio. €",2018,3384
Mario Gavranovic,Mittelstürmer,24.11.1989 (29),"1,75m",rechts,41,26.03.2011,"3,00 Mio. €",2018,3384
Josip Drmic,Mittelstürmer,08.08.1992 (26),"1,84m",rechts,35,11.09.2012,"3,00 Mio. €",2018,3384
Dimitri Oberlin,Mittelstürmer,27.09.1997 (21),"1,82m",rechts,1,23.03.2018,"2,80 Mio. €",2018,3384
Yann Sommer,Torwart,17.12.1988 (28),"1,83m",rechts,94,30.05.2012,"10,00 Mio. €",2017,3384
Roman Bürki,Torwart,14.11.1990 (26),"1,87m",rechts,9,18.11.2014,"6,00 Mio. €",2017,3384
Marwin Hitz,Torwart,18.09.1987 (29),"1,94m",rechts,2,10.06.2015,"4,50 Mio. €",2017,3384
Yvon Mvogo,Torwart,06.06.1994 (22),"1,90m",rechts,9,15.10.2018,"3,00 Mio. €",2017,3384
Gregor Kobel,Torwart,06.12.1997 (19),"1,96m",rechts,9,01.09.2021,100 Tsd. €,2017,3384
Timm Klose,Innenverteidiger,09.05.1988 (28),"1,95m",rechts,17,10.08.2011,"5,50 Mio. €",2017,3384
Nico Elvedi,Innenverteidiger,30.09.1996 (20),"1,89m",rechts,56,28.05.2016,"5,00 Mio. €",2017,3384
Fabian Schär,Innenverteidiger,20.12.1991 (25),"1,86m",rechts,86,14.08.2013,"4,50 Mio. €",2017,3384
Johan Djourou,Innenverteidiger,18.01.1987 (29),k. A.m,k. A.,76,01.03.2006,"3,50 Mio. €",2017,3384
Léo Lacroix,Innenverteidiger,27.02.1992 (24),"1,97m",rechts,1,14.11.2018,"3,00 Mio. €",2017,3384
Manuel Akanji ,Innenverteidiger,19.07.1995 (21),"1,88m",rechts,69,09.06.2017,750 Tsd. €,2017,3384
Ricardo Rodríguez,Linker Verteidiger,25.08.1992 (24),"1,82m",links,123,07.10.2011,"25,00 Mio. €",2017,3384
François Moubandje,Linker Verteidiger,21.06.1990 (26),"1,80m",links,21,15.11.2014,"1,50 Mio. €",2017,3384
Ulisses Garcia,Linker Verteidiger,11.01.1996 (20),"1,82m",links,9,01.09.2021,"1,00 Mio. €",2017,3384
Silvan Widmer,Rechter Verteidiger,05.03.1993 (23),"1,83m",rechts,49,14.10.2014,"7,50 Mio. €",2017,3384
Stephan Lichtsteiner,Rechter Verteidiger,16.01.1984 (32),"1,82m",rechts,108,15.11.2006,"5,00 Mio. €",2017,3384
Michael Lang,Rechter Verteidiger,08.02.1991 (25),"1,85m",rechts,31,14.08.2013,"4,50 Mio. €",2017,3384
Florent Hadergjonaj,Rechter Verteidiger,31.07.1994 (22),"1,82m",rechts,1,01.06.2017,"2,00 Mio. €",2017,3384
Granit Xhaka ,Defensives Mittelfeld,27.09.1992 (24),"1,86m",links,133,04.06.2011,"35,00 Mio. €",2017,3384
Edimilson Fernandes,Defensives Mittelfeld,15.04.1996 (20),"1,87m",rechts,32,13.11.2016,"4,50 Mio. €",2017,3384
Denis Zakaria ,Defensives Mittelfeld,20.11.1996 (20),"1,90m",rechts,57,28.05.2016,"4,00 Mio. €",2017,3384
Fabian Frei,Defensives Mittelfeld,08.01.1989 (27),"1,83m",rechts,24,07.10.2011,"3,00 Mio. €",2017,3384
Gelson Fernandes,Defensives Mittelfeld,02.09.1986 (30),k. A.m,k. A.,67,22.08.2007,"3,00 Mio. €",2017,3384
Valon Behrami,Defensives Mittelfeld,19.04.1985 (31),"1,84m",rechts,83,08.10.2005,"2,50 Mio. €",2017,3384
Blerim Dzemaili,Zentrales Mittelfeld,12.04.1986 (30),"1,80m",rechts,69,01.03.2006,"3,50 Mio. €",2017,3384
Remo Freuler,Zentrales Mittelfeld,15.04.1992 (24),"1,80m",rechts,76,25.03.2017,"2,00 Mio. €",2017,3384
Anto Grgic,Zentrales Mittelfeld,28.11.1996 (20),"1,89m",rechts,-,,"2,00 Mio. €",2017,3384
Djibril Sow,Zentrales Mittelfeld,06.02.1997 (19),"1,84m",rechts,41,08.09.2018,"1,00 Mio. €",2017,3384
Xherdan Shaqiri,Offensives Mittelfeld,10.10.1991 (25),"1,69m",links,125,03.03.2010,"15,00 Mio. €",2017,3384
Valentin Stocker,Linksaußen,12.04.1989 (27),"1,79m",links,36,20.08.2008,"3,00 Mio. €",2017,3384
Renato Steffen,Rechtsaußen,03.11.1991 (25),"1,70m",links,41,09.10.2015,"3,00 Mio. €",2017,3384
Admir Mehmedi,Hängende Spitze,16.03.1991 (25),"1,83m",rechts,76,04.06.2011,"5,00 Mio. €",2017,3384
Breel Embolo,Mittelstürmer,14.02.1997 (19),"1,87m",rechts,72,31.03.2015,"22,00 Mio. €",2017,3384
Eren Derdiyok,Mittelstürmer,12.06.1988 (28),"1,91m",rechts,60,06.02.2008,"4,60 Mio. €",2017,3384
Haris Seferovic,Mittelstürmer,22.02.1992 (24),"1,89m",links,93,06.02.2013,"4,50 Mio. €",2017,3384
Josip Drmic,Mittelstürmer,08.08.1992 (24),"1,84m",rechts,35,11.09.2012,"4,00 Mio. €",2017,3384
Steven Zuber,Mittelstürmer,17.08.1991 (25),"1,82m",rechts,56,25.03.2017,"1,75 Mio. €",2017,3384
Mario Gavranovic,Mittelstürmer,24.11.1989 (27),"1,75m",rechts,41,26.03.2011,"1,50 Mio. €",2017,3384
Yann Sommer,Torwart,17.12.1988 (28),"1,83m",rechts,94,30.05.2012,"9,00 Mio. €",2016,3384
Roman Bürki,Torwart,14.11.1990 (26),"1,87m",rechts,9,18.11.2014,"9,00 Mio. €",2016,3384
Marwin Hitz,Torwart,18.09.1987 (29),"1,94m",rechts,2,10.06.2015,"4,00 Mio. €",2016,3384
Yvon Mvogo,Torwart,06.06.1994 (23),"1,90m",rechts,9,15.10.2018,"3,00 Mio. €",2016,3384
Nico Elvedi,Innenverteidiger,30.09.1996 (20),"1,89m",rechts,56,28.05.2016,"7,00 Mio. €",2016,3384
Timm Klose,Innenverteidiger,09.05.1988 (29),"1,95m",rechts,17,10.08.2011,"5,50 Mio. €",2016,3384
Léo Lacroix,Innenverteidiger,27.02.1992 (25),"1,97m",rechts,1,14.11.2018,"3,00 Mio. €",2016,3384
Fabian Schär,Innenverteidiger,20.12.1991 (25),"1,86m",rechts,86,14.08.2013,"2,50 Mio. €",2016,3384
Johan Djourou,Innenverteidiger,18.01.1987 (30),k. A.m,k. A.,76,01.03.2006,"1,50 Mio. €",2016,3384
Steve von Bergen,Innenverteidiger,10.06.1983 (34),"1,82m",rechts,50,06.09.2006,"1,00 Mio. €",2016,3384
Philippe Senderos,Innenverteidiger,14.02.1985 (32),"1,89m",rechts,57,26.03.2005,750 Tsd. €,2016,3384
Ricardo Rodríguez,Linker Verteidiger,25.08.1992 (24),"1,82m",links,123,07.10.2011,"17,00 Mio. €",2016,3384
François Moubandje,Linker Verteidiger,21.06.1990 (27),"1,80m",links,21,15.11.2014,"2,50 Mio. €",2016,3384
Silvan Widmer,Rechter Verteidiger,05.03.1993 (24),"1,83m",rechts,49,14.10.2014,"9,00 Mio. €",2016,3384
Michael Lang,Rechter Verteidiger,08.02.1991 (26),"1,85m",rechts,31,14.08.2013,"4,50 Mio. €",2016,3384
Stephan Lichtsteiner,Rechter Verteidiger,16.01.1984 (33),"1,82m",rechts,108,15.11.2006,"3,00 Mio. €",2016,3384
Granit Xhaka ,Defensives Mittelfeld,27.09.1992 (24),"1,86m",links,133,04.06.2011,"35,00 Mio. €",2016,3384
Edimilson Fernandes,Defensives Mittelfeld,15.04.1996 (21),"1,87m",rechts,32,13.11.2016,"5,00 Mio. €",2016,3384
Denis Zakaria ,Defensives Mittelfeld,20.11.1996 (20),"1,90m",rechts,57,28.05.2016,"4,00 Mio. €",2016,3384
Valon Behrami,Defensives Mittelfeld,19.04.1985 (32),"1,84m",rechts,83,08.10.2005,"2,50 Mio. €",2016,3384
Fabian Frei,Defensives Mittelfeld,08.01.1989 (28),"1,83m",rechts,24,07.10.2011,"2,50 Mio. €",2016,3384
Gelson Fernandes,Defensives Mittelfeld,02.09.1986 (30),k. A.m,k. A.,67,22.08.2007,"2,50 Mio. €",2016,3384
Remo Freuler,Zentrales Mittelfeld,15.04.1992 (25),"1,80m",rechts,76,25.03.2017,"7,50 Mio. €",2016,3384
Pajtim Kasami,Zentrales Mittelfeld,02.06.1992 (25),"1,88m",links,12,15.10.2013,"5,00 Mio. €",2016,3384
Luca Zuffi,Zentrales Mittelfeld,27.03.1990 (27),"1,82m",links,4,09.10.2015,"4,00 Mio. €",2016,3384
Blerim Dzemaili,Zentrales Mittelfeld,12.04.1986 (31),"1,80m",rechts,69,01.03.2006,"3,00 Mio. €",2016,3384
Xherdan Shaqiri,Offensives Mittelfeld,10.10.1991 (25),"1,69m",links,125,03.03.2010,"15,00 Mio. €",2016,3384
Valentin Stocker,Linksaußen,12.04.1989 (28),"1,79m",links,36,20.08.2008,"3,00 Mio. €",2016,3384
Renato Steffen,Rechtsaußen,03.11.1991 (25),"1,70m",links,41,09.10.2015,"3,00 Mio. €",2016,3384
Admir Mehmedi,Hängende Spitze,16.03.1991 (26),"1,83m",rechts,76,04.06.2011,"3,50 Mio. €",2016,3384
Shani Tarashaj,Hängende Spitze,07.02.1995 (22),"1,76m",rechts,5,25.03.2016,"2,00 Mio. €",2016,3384
Breel Embolo,Mittelstürmer,14.02.1997 (20),"1,87m",rechts,72,31.03.2015,"20,00 Mio. €",2016,3384
Eren Derdiyok,Mittelstürmer,12.06.1988 (29),"1,91m",rechts,60,06.02.2008,"4,50 Mio. €",2016,3384
Haris Seferovic,Mittelstürmer,22.02.1992 (25),"1,89m",links,93,06.02.2013,"3,00 Mio. €",2016,3384
Yann Sommer,Torwart,17.12.1988 (26),"1,83m",rechts,94,30.05.2012,"10,00 Mio. €",2015,3384
Marwin Hitz,Torwart,18.09.1987 (27),"1,94m",rechts,2,10.06.2015,"2,50 Mio. €",2015,3384
Roman Bürki,Torwart,14.11.1990 (24),"1,87m",rechts,9,18.11.2014,"2,50 Mio. €",2015,3384
Yvon Mvogo,Torwart,06.06.1994 (20),"1,90m",rechts,9,15.10.2018,"1,75 Mio. €",2015,3384
Fabian Schär,Innenverteidiger,20.12.1991 (23),"1,86m",rechts,86,14.08.2013,"8,00 Mio. €",2015,3384
Fabian Lustenberger,Innenverteidiger,02.05.1988 (26),"1,82m",rechts,3,15.11.2013,"5,00 Mio. €",2015,3384
Johan Djourou,Innenverteidiger,18.01.1987 (27),k. A.m,k. A.,76,01.03.2006,"3,00 Mio. €",2015,3384
Timm Klose,Innenverteidiger,09.05.1988 (26),"1,95m",rechts,17,10.08.2011,"3,00 Mio. €",2015,3384
Steve von Bergen,Innenverteidiger,10.06.1983 (31),"1,82m",rechts,50,06.09.2006,"1,50 Mio. €",2015,3384
Ricardo Rodríguez,Linker Verteidiger,25.08.1992 (22),"1,82m",links,123,07.10.2011,"28,00 Mio. €",2015,3384
François Moubandje,Linker Verteidiger,21.06.1990 (24),"1,80m",links,21,15.11.2014,750 Tsd. €,2015,3384
Stephan Lichtsteiner,Rechter Verteidiger,16.01.1984 (30),"1,82m",rechts,108,15.11.2006,"15,00 Mio. €",2015,3384
Silvan Widmer,Rechter Verteidiger,05.03.1993 (21),"1,83m",rechts,49,14.10.2014,"2,50 Mio. €",2015,3384
Michael Lang,Rechter Verteidiger,08.02.1991 (23),"1,85m",rechts,31,14.08.2013,"2,00 Mio. €",2015,3384
Gökhan Inler,Defensives Mittelfeld,27.06.1984 (30),"1,83m",beidfüßig,89,02.09.2006,"12,00 Mio. €",2015,3384
Granit Xhaka ,Defensives Mittelfeld,27.09.1992 (22),"1,86m",links,133,04.06.2011,"10,00 Mio. €",2015,3384
Valon Behrami,Defensives Mittelfeld,19.04.1985 (29),"1,84m",rechts,83,08.10.2005,"6,00 Mio. €",2015,3384
Fabian Frei,Defensives Mittelfeld,08.01.1989 (25),"1,83m",rechts,24,07.10.2011,"4,50 Mio. €",2015,3384
Gelson Fernandes,Defensives Mittelfeld,02.09.1986 (28),k. A.m,k. A.,67,22.08.2007,"2,50 Mio. €",2015,3384
Blerim Dzemaili,Zentrales Mittelfeld,12.04.1986 (28),"1,80m",rechts,69,01.03.2006,"7,00 Mio. €",2015,3384
Pajtim Kasami,Zentrales Mittelfeld,02.06.1992 (22),"1,88m",links,12,15.10.2013,"5,00 Mio. €",2015,3384
Luca Zuffi,Zentrales Mittelfeld,27.03.1990 (24),"1,82m",links,4,09.10.2015,"1,75 Mio. €",2015,3384
Xherdan Shaqiri,Offensives Mittelfeld,10.10.1991 (23),"1,69m",links,125,03.03.2010,"20,00 Mio. €",2015,3384
Valentin Stocker,Linksaußen,12.04.1989 (25),"1,79m",links,36,20.08.2008,"5,50 Mio. €",2015,3384
Renato Steffen,Rechtsaußen,03.11.1991 (23),"1,70m",links,41,09.10.2015,"2,00 Mio. €",2015,3384
Admir Mehmedi,Hängende Spitze,16.03.1991 (23),"1,83m",rechts,76,04.06.2011,"7,00 Mio. €",2015,3384
Josip Drmic,Mittelstürmer,08.08.1992 (22),"1,84m",rechts,35,11.09.2012,"8,00 Mio. €",2015,3384
Haris Seferovic,Mittelstürmer,22.02.1992 (22),"1,89m",links,93,06.02.2013,"4,00 Mio. €",2015,3384
Breel Embolo,Mittelstürmer,14.02.1997 (17),"1,87m",rechts,72,31.03.2015,"4,00 Mio. €",2015,3384
Eren Derdiyok,Mittelstürmer,12.06.1988 (26),"1,91m",rechts,60,06.02.2008,"2,50 Mio. €",2015,3384
Yann Sommer,Torwart,17.12.1988 (26),"1,83m",rechts,94,30.05.2012,"10,00 Mio. €",2014,3384
Diego Benaglio,Torwart,08.09.1983 (31),k. A.m,k. A.,61,03.06.2006,"6,00 Mio. €",2014,3384
Roman Bürki,Torwart,14.11.1990 (24),"1,87m",rechts,9,18.11.2014,"4,50 Mio. €",2014,3384
Yvon Mvogo,Torwart,06.06.1994 (21),"1,90m",rechts,9,15.10.2018,"3,00 Mio. €",2014,3384
Marwin Hitz,Torwart,18.09.1987 (27),"1,94m",rechts,2,10.06.2015,"2,50 Mio. €",2014,3384
Fabian Schär,Innenverteidiger,20.12.1991 (23),"1,86m",rechts,86,14.08.2013,"8,00 Mio. €",2014,3384
Fabian Lustenberger,Innenverteidiger,02.05.1988 (27),"1,82m",rechts,3,15.11.2013,"4,00 Mio. €",2014,3384
Johan Djourou,Innenverteidiger,18.01.1987 (28),k. A.m,k. A.,76,01.03.2006,"3,00 Mio. €",2014,3384
Loris Benito ,Innenverteidiger,07.01.1992 (23),"1,86m",links,13,14.11.2018,"2,50 Mio. €",2014,3384
Philippe Senderos,Innenverteidiger,14.02.1985 (30),"1,89m",rechts,57,26.03.2005,"2,00 Mio. €",2014,3384
Steve von Bergen,Innenverteidiger,10.06.1983 (32),"1,82m",rechts,50,06.09.2006,"1,50 Mio. €",2014,3384
Reto Ziegler,Innenverteidiger,16.01.1986 (29),"1,83m",links,35,26.03.2005,"1,25 Mio. €",2014,3384
Ricardo Rodríguez,Linker Verteidiger,25.08.1992 (22),"1,82m",links,123,07.10.2011,"28,00 Mio. €",2014,3384
François Moubandje,Linker Verteidiger,21.06.1990 (25),"1,80m",links,21,15.11.2014,"1,50 Mio. €",2014,3384
Stephan Lichtsteiner,Rechter Verteidiger,16.01.1984 (31),"1,82m",rechts,108,15.11.2006,"13,00 Mio. €",2014,3384
Silvan Widmer,Rechter Verteidiger,05.03.1993 (22),"1,83m",rechts,49,14.10.2014,"3,80 Mio. €",2014,3384
Michael Lang,Rechter Verteidiger,08.02.1991 (24),"1,85m",rechts,31,14.08.2013,"2,00 Mio. €",2014,3384
Granit Xhaka ,Defensives Mittelfeld,27.09.1992 (22),"1,86m",links,133,04.06.2011,"13,00 Mio. €",2014,3384
Gökhan Inler,Defensives Mittelfeld,27.06.1984 (31),"1,83m",beidfüßig,89,02.09.2006,"10,00 Mio. €",2014,3384
Valon Behrami,Defensives Mittelfeld,19.04.1985 (30),"1,84m",rechts,83,08.10.2005,"6,00 Mio. €",2014,3384
Pirmin Schwegler,Defensives Mittelfeld,09.03.1987 (28),k. A.m,k. A.,14,12.08.2009,"5,50 Mio. €",2014,3384
Fabian Frei,Defensives Mittelfeld,08.01.1989 (26),"1,83m",rechts,24,07.10.2011,"5,00 Mio. €",2014,3384
Gelson Fernandes,Defensives Mittelfeld,02.09.1986 (28),k. A.m,k. A.,67,22.08.2007,"3,00 Mio. €",2014,3384
Pajtim Kasami,Zentrales Mittelfeld,02.06.1992 (23),"1,88m",links,12,15.10.2013,"5,50 Mio. €",2014,3384
Blerim Dzemaili,Zentrales Mittelfeld,12.04.1986 (29),"1,80m",rechts,69,01.03.2006,"4,50 Mio. €",2014,3384
Marco Schönbächler,Linkes Mittelfeld,11.01.1990 (25),"1,71m",rechts,2,15.11.2014,"3,00 Mio. €",2014,3384
Xherdan Shaqiri,Offensives Mittelfeld,10.10.1991 (23),"1,69m",links,125,03.03.2010,"18,00 Mio. €",2014,3384
Tranquillo Barnetta,Offensives Mittelfeld,22.05.1985 (30),k. A.m,k. A.,75,08.09.2004,"3,00 Mio. €",2014,3384
Valentin Stocker,Linksaußen,12.04.1989 (26),"1,79m",links,36,20.08.2008,"5,00 Mio. €",2014,3384
Admir Mehmedi,Hängende Spitze,16.03.1991 (24),"1,83m",rechts,76,04.06.2011,"6,00 Mio. €",2014,3384
